lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.382184982299805,0,
,5,11.275087356567383,0,
,8,11.050241470336914,0,
,11,10.881519317626953,0,
,14,10.74990463256836,0,
,17,10.62221908569336,0,
,20,10.382179260253906,0,
,23,10.226987838745117,0,
,26,10.103910446166992,0,
,29,10.143270492553711,0,
,31,,0,9.861350059509277
0.01,32,,,
,32,9.799079895019531,1,
,35,9.794279098510742,1,
,38,9.517183303833008,1,
,41,9.323968887329102,1,
,44,9.373275756835938,1,
,47,9.329475402832031,1,
,50,9.282419204711914,1,
,53,8.921093940734863,1,
,56,8.861612319946289,1,
,59,8.710201263427734,1,
,62,8.507173538208008,1,
,63,,1,8.555014610290527
0.01,64,,,
,65,8.65095043182373,2,
,68,8.389823913574219,2,
,71,8.367780685424805,2,
,74,8.120292663574219,2,
,77,8.274541854858398,2,
,80,7.95302152633667,2,
,83,8.101076126098633,2,
,86,7.716992378234863,2,
,89,7.705277442932129,2,
,92,8.192081451416016,2,
,95,7.357344627380371,2,
,95,,2,7.4967474937438965
0.01,96,,,
,98,7.478863716125488,3,
,101,7.303381443023682,3,
,104,6.964386940002441,3,
,107,7.046446800231934,3,
,110,7.0206146240234375,3,
,113,6.742678642272949,3,
,116,7.123936653137207,3,
,119,7.2407636642456055,3,
,122,6.68674898147583,3,
,125,6.162393569946289,3,
,127,,3,6.770472049713135
0.01,128,,,
,128,6.552144527435303,4,
,131,6.960864067077637,4,
,134,6.779844284057617,4,
,137,6.620595455169678,4,
,140,6.312969207763672,4,
,143,6.453274250030518,4,
,146,6.436223030090332,4,
,149,6.6165266036987305,4,
,152,6.245944976806641,4,
,155,6.321989059448242,4,
,158,6.511171817779541,4,
,159,,4,6.276221752166748
0.01,160,,,
,161,6.024169921875,5,
,164,6.142258644104004,5,
,167,6.365488052368164,5,
,170,5.9578399658203125,5,
,173,5.933491230010986,5,
,176,6.272660255432129,5,
,179,6.060119152069092,5,
,182,6.15637731552124,5,
,185,5.603384494781494,5,
,188,5.900668144226074,5,
,191,5.286404609680176,5,
,191,,5,5.9370245933532715
0.01,192,,,
,194,5.581714153289795,6,
,197,6.34318208694458,6,
,200,5.671539783477783,6,
,203,5.18813419342041,6,
,206,5.731040000915527,6,
,209,5.454432010650635,6,
,212,5.19205379486084,6,
,215,5.8581132888793945,6,
,218,5.802358150482178,6,
,221,5.784476280212402,6,
,223,,6,5.693550109863281
0.01,224,,,
,224,5.701045036315918,7,
,227,5.062657356262207,7,
,230,5.607854843139648,7,
,233,6.239014625549316,7,
,236,5.326546669006348,7,
,239,5.683816909790039,7,
,242,6.137028694152832,7,
,245,5.73541259765625,7,
,248,5.334787845611572,7,
,251,5.331247329711914,7,
,254,5.725412845611572,7,
,255,,7,5.518178462982178
0.01,256,,,
,257,5.063593864440918,8,
,260,5.485979080200195,8,
,263,5.357300758361816,8,
,266,5.148688316345215,8,
,269,5.077601909637451,8,
,272,5.257789134979248,8,
,275,5.670738220214844,8,
,278,5.275057792663574,8,
,281,5.133945465087891,8,
,284,5.656935214996338,8,
,287,4.891046047210693,8,
,287,,8,5.384549140930176
0.01,288,,,
,290,5.20278263092041,9,
,293,4.942822456359863,9,
,296,6.040604591369629,9,
,299,5.444777011871338,9,
,302,5.575622081756592,9,
,305,4.907690048217773,9,
,308,5.36107063293457,9,
,311,5.2664642333984375,9,
,314,5.559213638305664,9,
,317,5.8816328048706055,9,
,319,,9,5.281086444854736
