lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.486106872558594,0,
,5,11.301214218139648,0,
,8,11.185806274414062,0,
,11,10.926214218139648,0,
,14,10.774982452392578,0,
,17,10.698373794555664,0,
,20,10.550495147705078,0,
,23,10.285165786743164,0,
,26,10.13331127166748,0,
,29,9.988982200622559,0,
,31,,0,9.884088516235352
0.01,32,,,
,32,9.79881763458252,1,
,35,9.61487102508545,1,
,38,9.62254524230957,1,
,41,9.345054626464844,1,
,44,9.137231826782227,1,
,47,9.537221908569336,1,
,50,8.990425109863281,1,
,53,9.068191528320312,1,
,56,8.852890014648438,1,
,59,8.390440940856934,1,
,62,8.830963134765625,1,
,63,,1,8.546347618103027
0.01,64,,,
,65,8.939260482788086,2,
,68,8.105789184570312,2,
,71,8.365876197814941,2,
,74,8.466706275939941,2,
,77,7.9174113273620605,2,
,80,7.844040870666504,2,
,83,7.835141181945801,2,
,86,7.5905351638793945,2,
,89,7.695462226867676,2,
,92,7.821646690368652,2,
,95,7.540637016296387,2,
,95,,2,7.567101955413818
0.01,96,,,
,98,7.287905693054199,3,
,101,7.450275897979736,3,
,104,7.520489692687988,3,
,107,7.309538841247559,3,
,110,6.925040245056152,3,
,113,7.30122709274292,3,
,116,6.823915481567383,3,
,119,7.0877580642700195,3,
,122,6.942636013031006,3,
,125,7.088047027587891,3,
,127,,3,6.861820697784424
0.01,128,,,
,128,6.687371253967285,4,
,131,6.960183143615723,4,
,134,6.63763427734375,4,
,137,6.754240036010742,4,
,140,6.754668712615967,4,
,143,6.216621398925781,4,
,146,6.4038920402526855,4,
,149,6.536459445953369,4,
,152,6.742615699768066,4,
,155,6.605582237243652,4,
,158,6.441101551055908,4,
,159,,4,6.358952045440674
0.01,160,,,
,161,6.35638952255249,5,
,164,6.555893898010254,5,
,167,6.081760406494141,5,
,170,6.0182013511657715,5,
,173,5.659255027770996,5,
,176,5.731402397155762,5,
,179,5.859663009643555,5,
,182,6.318925857543945,5,
,185,6.459888458251953,5,
,188,5.9552083015441895,5,
,191,6.441098690032959,5,
,191,,5,6.003894805908203
0.01,192,,,
,194,5.660729885101318,6,
,197,5.796884536743164,6,
,200,6.275163650512695,6,
,203,6.10019588470459,6,
,206,5.741691589355469,6,
,209,5.724665641784668,6,
,212,5.578385353088379,6,
,215,6.093112945556641,6,
,218,5.732061386108398,6,
,221,5.27701473236084,6,
,223,,6,5.744104862213135
0.01,224,,,
,224,5.683430194854736,7,
,227,5.063843250274658,7,
,230,5.943915367126465,7,
,233,5.496419906616211,7,
,236,6.430055618286133,7,
,239,5.859814167022705,7,
,242,5.934335708618164,7,
,245,5.119969367980957,7,
,248,6.002896308898926,7,
,251,5.402069091796875,7,
,254,5.535731315612793,7,
,255,,7,5.551641464233398
0.01,256,,,
,257,5.463371753692627,8,
,260,5.368154525756836,8,
,263,5.613440036773682,8,
,266,5.1893815994262695,8,
,269,5.483794212341309,8,
,272,5.488767147064209,8,
,275,5.244379043579102,8,
,278,5.256350517272949,8,
,281,5.172677040100098,8,
,284,5.2962870597839355,8,
,287,5.836896896362305,8,
,287,,8,5.402549743652344
0.01,288,,,
,290,5.078203201293945,9,
,293,5.367152214050293,9,
,296,5.656887054443359,9,
,299,5.354306221008301,9,
,302,5.5420732498168945,9,
,305,4.962673187255859,9,
,308,4.707892894744873,9,
,311,4.913848876953125,9,
,314,5.103863716125488,9,
,317,5.031726837158203,9,
,319,,9,5.2873215675354
