lr-Adam,step,tr_loss,tr_loss_hmm,tr_loss_Y,tr_reg_l1,tr_reg_emission,epoch,val_loss,val_loss_hmm,val_loss_Y
0.01,0,,,,,,,,,
,2,37.006019592285156,5.222618103027344,31.78728485107422,0.0015642300713807344,-0.005447727162390947,0,,,
,5,39.11937713623047,5.7165207862854,33.40669631958008,0.0016609460581094027,-0.005501448176801205,0,,,
,8,36.263938903808594,5.132221698760986,31.135454177856445,0.0018153137061744928,-0.005554161500185728,0,,,
,11,40.90034866333008,5.501485824584961,35.40253448486328,0.0019249067408964038,-0.005600699223577976,0,,,
,14,39.37803268432617,5.598479270935059,33.78319549560547,0.0019938366021960974,-0.005639336071908474,0,,,
,17,39.946083068847656,5.465478897094727,34.48420333862305,0.0020848370622843504,-0.005686294753104448,0,,,
,20,36.66079330444336,5.349753379821777,31.3145694732666,0.002198559697717428,-0.005726550240069628,0,,,
,23,42.011390686035156,5.120665550231934,36.894168853759766,0.002323910128325224,-0.005768799688667059,0,,,
,26,41.03968811035156,4.985358238220215,36.05771255493164,0.0024174381978809834,-0.0058023747988045216,0,,,
,28,,,,,,0,37.507266998291016,5.167890548706055,32.34274673461914
0.01,29,,,,,,,,,
,29,42.82065200805664,4.883608818054199,37.94041442871094,0.0024630287662148476,-0.005835420452058315,1,,,
,32,40.800113677978516,4.680729866027832,36.122745513916016,0.002513420069590211,-0.005874288734048605,1,,,
,35,36.51413345336914,4.798351764678955,31.719139099121094,0.002549886703491211,-0.005906727630645037,1,,,
,38,37.368751525878906,5.352898597717285,32.01920700073242,0.0025900215841829777,-0.0059435367584228516,1,,,
,41,36.69829559326172,5.236176490783691,31.465457916259766,0.0026508807204663754,-0.005987848620861769,1,,,
,44,38.13762664794922,5.437296390533447,32.703651428222656,0.002717080293223262,-0.006038400810211897,1,,,
,47,39.083946228027344,4.6692938804626465,34.4179573059082,0.0027934254612773657,-0.006096383091062307,1,,,
,50,38.46159362792969,4.640830039978027,33.824058532714844,0.0028679051902145147,-0.006162643898278475,1,,,
,53,37.27078628540039,4.8931989669799805,32.38088607788086,0.0029358898755162954,-0.006236011628061533,1,,,
,56,42.27593231201172,5.243349075317383,37.03588104248047,0.003000798402354121,-0.0062992023304104805,1,,,
,57,,,,,,1,37.22846603393555,5.02743673324585,32.204315185546875
0.01,58,,,,,,,,,
,59,37.82697677612305,4.774892807006836,33.055355072021484,0.0030884852167218924,-0.006358654238283634,2,,,
,62,40.052391052246094,5.20044469833374,34.85517501831055,0.003211341565474868,-0.0064376103691756725,2,,,
,65,38.98720932006836,5.73311710357666,33.257286071777344,0.00332762417383492,-0.006517575588077307,2,,,
,68,39.18301010131836,5.243492126464844,33.942665100097656,0.0034528118558228016,-0.0066000851802527905,2,,,
,71,42.4775276184082,4.892287731170654,37.588356018066406,0.003571746638044715,-0.0066861845552921295,2,,,
,74,40.18922805786133,5.102232933044434,35.09010696411133,0.003647790988907218,-0.006760557182133198,2,,,
,77,34.90717315673828,4.516685962677002,30.393606185913086,0.0037031907122582197,-0.006825896445661783,2,,,
,80,35.98381423950195,3.700237274169922,32.28669357299805,0.0037759405095130205,-0.006892404984682798,2,,,
,83,39.56881332397461,5.626253128051758,33.9456787109375,0.003830325324088335,-0.006946125533431768,2,,,
,86,40.46649169921875,4.857363224029541,35.61225128173828,0.003867200342938304,-0.00699368491768837,2,,,
,86,,,,,,2,37.07355880737305,4.902383327484131,32.1743049621582
0.01,87,,,,,,,,,
,89,36.34971618652344,4.891984462738037,31.46086883544922,0.0039014231879264116,-0.007037230767309666,3,,,
,92,37.63930892944336,5.069496154785156,32.572959899902344,0.0039221676997840405,-0.007068550679832697,3,,,
,95,38.51248550415039,5.191985607147217,33.323646545410156,0.003955187276005745,-0.007104768883436918,3,,,
,98,37.84278869628906,4.499914646148682,33.34601593017578,0.0040223258547484875,-0.007165024522691965,3,,,
,101,38.7812385559082,5.256424903869629,33.527931213378906,0.004126573912799358,-0.007242740131914616,3,,,
,104,37.051551818847656,4.995964050292969,32.05870819091797,0.0041975295171141624,-0.007315747439861298,3,,,
,107,37.26116943359375,4.856538772583008,32.4077262878418,0.004310576245188713,-0.007408712059259415,3,,,
,110,39.04375457763672,5.000665664672852,34.04619598388672,0.004376227967441082,-0.007479514926671982,3,,,
,113,39.15637969970703,4.373440742492676,34.78605270385742,0.004450329579412937,-0.00756445899605751,3,,,
,115,,,,,,3,36.92085266113281,4.792701244354248,32.131282806396484
0.01,116,,,,,,,,,
,116,38.781822204589844,4.819082260131836,33.96586990356445,0.0045374794863164425,-0.007664386183023453,4,,,
,119,41.37932205200195,4.437077045440674,36.945369720458984,0.004633691627532244,-0.007758803199976683,4,,,
,122,39.807979583740234,4.494071960449219,35.317047119140625,0.004712335765361786,-0.007848979905247688,4,,,
,125,37.60762405395508,4.670772552490234,32.94001388549805,0.004777220543473959,-0.007938932627439499,4,,,
,128,38.625640869140625,5.276784896850586,33.352054595947266,0.004812891129404306,-0.008009451441466808,4,,,
,131,37.87518310546875,4.469860076904297,33.40852737426758,0.004891477525234222,-0.008095796220004559,4,,,
,134,39.3931999206543,4.736207962036133,34.66019058227539,0.004978637211024761,-0.008179590106010437,4,,,
,137,41.28375244140625,4.592128276824951,36.6948127746582,0.005065084435045719,-0.008256417699158192,4,,,
,140,35.811370849609375,4.602656364440918,31.211910247802734,0.005139939021319151,-0.008333688601851463,4,,,
,143,36.563568115234375,5.060675621032715,31.506103515625,0.005183645989745855,-0.00839599035680294,4,,,
,144,,,,,,4,36.646484375,4.699374675750732,31.950319290161133
0.01,145,,,,,,,,,
,146,35.84497833251953,4.396469593048096,31.451723098754883,0.005276183132082224,-0.008491072803735733,5,,,
,149,40.260169982910156,4.285871982574463,35.97752380371094,0.0053331307135522366,-0.008558276109397411,5,,,
,152,38.43033981323242,4.090373992919922,34.34320831298828,0.005371053237468004,-0.008614465594291687,5,,,
,155,40.80256652832031,4.6383748054504395,36.167457580566406,0.0054296101443469524,-0.008693003095686436,5,,,
,158,33.74367141723633,4.648853778839111,29.09809112548828,0.005522359162569046,-0.008797802031040192,5,,,
,161,32.71600341796875,4.487040996551514,28.232234954833984,0.005621400196105242,-0.008894848637282848,5,,,
,164,34.638343811035156,4.591618537902832,30.049985885620117,0.005716146435588598,-0.008976123295724392,5,,,
,167,37.841190338134766,4.526617050170898,33.31781005859375,0.005839718040078878,-0.009080088697373867,5,,,
,170,40.36085510253906,4.465898513793945,35.89820098876953,0.005955258850008249,-0.009196381084620953,5,,,
,173,32.41419982910156,5.271461009979248,27.14599609375,0.0060492511838674545,-0.009308600798249245,5,,,
,173,,,,,,5,36.317447662353516,4.614656448364258,31.706031799316406
0.01,174,,,,,,,,,
,176,37.234954833984375,4.896623134613037,32.3415412902832,0.006211987230926752,-0.00941845029592514,6,,,
,179,37.62538528442383,4.514017105102539,33.11454391479492,0.006367799825966358,-0.00954301655292511,6,,,
,182,34.96250915527344,4.719256401062012,30.246400833129883,0.0064909555949270725,-0.00964033231139183,6,,,
,185,39.78666305541992,4.729630470275879,35.06013870239258,0.006629979703575373,-0.009734771214425564,6,,,
,188,34.96348571777344,4.754500865936279,30.212078094482422,0.006711227353662252,-0.009802239015698433,6,,,
,191,40.52017593383789,4.954626083374023,35.568626403808594,0.006769031286239624,-0.009845087304711342,6,,,
,194,37.304473876953125,4.51290225982666,32.794654846191406,0.006778762675821781,-0.009860209189355373,6,,,
,197,36.3420295715332,4.371237754821777,31.97385025024414,0.006829237099736929,-0.009885895065963268,6,,,
,200,33.845237731933594,4.762510299682617,29.08574867248535,0.006945428904145956,-0.009966908022761345,6,,,
,202,,,,,,6,36.089996337890625,4.530821323394775,31.562158584594727
0.01,203,,,,,,,,,
,203,37.194095611572266,4.553598880767822,32.64347457885742,0.007098956499248743,-0.010078491643071175,7,,,
