lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.654623985290527,0,
,5,11.489191055297852,0,
,8,11.408696174621582,0,
,11,11.21584415435791,0,
,14,11.007101058959961,0,
,17,10.788400650024414,0,
,20,10.710128784179688,0,
,23,10.54536247253418,0,
,26,10.482683181762695,0,
,29,10.120376586914062,0,
,31,,0,10.071793556213379
0.01,32,,,
,32,10.072087287902832,1,
,35,10.036205291748047,1,
,38,9.826154708862305,1,
,41,9.806378364562988,1,
,44,9.786201477050781,1,
,47,9.419008255004883,1,
,50,9.445517539978027,1,
,53,9.186624526977539,1,
,56,8.843730926513672,1,
,59,8.912347793579102,1,
,62,8.516054153442383,1,
,63,,1,8.52206039428711
0.01,64,,,
,65,8.534811019897461,2,
,68,8.569135665893555,2,
,71,8.39838695526123,2,
,74,8.271334648132324,2,
,77,8.257704734802246,2,
,80,7.839413642883301,2,
,83,7.820786476135254,2,
,86,8.011270523071289,2,
,89,7.880129337310791,2,
,92,7.849617004394531,2,
,95,7.73464298248291,2,
,95,,2,7.287932872772217
0.01,96,,,
,98,8.084245681762695,3,
,101,6.860820293426514,3,
,104,7.356273174285889,3,
,107,7.576175689697266,3,
,110,6.957226753234863,3,
,113,6.917759895324707,3,
,116,6.636767387390137,3,
,119,6.738682746887207,3,
,122,6.712884902954102,3,
,125,6.952031135559082,3,
,127,,3,6.590034484863281
0.01,128,,,
,128,6.754167556762695,4,
,131,6.352443218231201,4,
,134,7.180979251861572,4,
,137,6.683633804321289,4,
,140,6.999485015869141,4,
,143,6.252575397491455,4,
,146,6.526149272918701,4,
,149,6.336124420166016,4,
,152,6.567647933959961,4,
,155,6.190803527832031,4,
,158,6.71981954574585,4,
,159,,4,6.1704182624816895
0.01,160,,,
,161,6.361410140991211,5,
,164,5.959826469421387,5,
,167,6.292356491088867,5,
,170,5.939695358276367,5,
,173,6.231782913208008,5,
,176,6.207170009613037,5,
,179,5.744202613830566,5,
,182,6.095433235168457,5,
,185,5.950087070465088,5,
,188,6.186278343200684,5,
,191,6.764650344848633,5,
,191,,5,5.887424468994141
0.01,192,,,
,194,6.147375106811523,6,
,197,5.87060546875,6,
,200,6.603745937347412,6,
,203,6.289548873901367,6,
,206,5.623883247375488,6,
,209,5.995575904846191,6,
,212,5.79156494140625,6,
,215,5.357038497924805,6,
,218,6.371820449829102,6,
,221,5.7148542404174805,6,
,223,,6,5.683208465576172
0.01,224,,,
,224,5.576267242431641,7,
,227,6.748950004577637,7,
,230,5.744472503662109,7,
,233,5.759490013122559,7,
,236,5.859468936920166,7,
,239,5.4107489585876465,7,
,242,5.492790699005127,7,
,245,5.849691390991211,7,
,248,5.741478443145752,7,
,251,5.257997512817383,7,
,254,5.444791793823242,7,
,255,,7,5.521729946136475
0.01,256,,,
,257,6.019745826721191,8,
,260,5.750606536865234,8,
,263,5.7406721115112305,8,
,266,5.984964370727539,8,
,269,5.754507541656494,8,
,272,5.902076721191406,8,
,275,6.765140533447266,8,
,278,5.12684965133667,8,
,281,5.810906887054443,8,
,284,5.971940994262695,8,
,287,5.252368927001953,8,
,287,,8,5.394261837005615
0.01,288,,,
,290,5.975609302520752,9,
,293,5.647462844848633,9,
,296,5.474265098571777,9,
,299,5.978910446166992,9,
,302,6.066790580749512,9,
,305,6.036050319671631,9,
,308,5.7625932693481445,9,
,311,5.692325592041016,9,
,314,5.994525909423828,9,
,317,5.493880748748779,9,
,319,,9,5.298710823059082
