lr-Adam,step,tr_loss,tr_loss_hmm,tr_loss_Y,tr_reg_l1,tr_reg_emission,epoch,val_loss,val_loss_hmm,val_loss_Y
0.01,0,,,,,,,,,
,2,36.940067291259766,5.146343231201172,31.79837417602539,0.002470359904691577,-0.007123119663447142,0,,,
,5,40.39015197753906,5.042125225067139,35.35261535644531,0.002561934059485793,-0.0071513536386191845,0,,,
,8,37.602962493896484,5.206477642059326,32.40108108520508,0.00258633797056973,-0.0071840486489236355,0,,,
,11,33.288814544677734,4.820876121520996,28.47254180908203,0.0026140145491808653,-0.007216596510261297,0,,,
,14,41.9373664855957,4.505609512329102,37.43630599975586,0.0026918838266283274,-0.007243363652378321,0,,,
,17,34.28482437133789,5.290225505828857,28.999149322509766,0.002720955992117524,-0.007269689347594976,0,,,
,20,39.23399353027344,4.545472621917725,34.69304656982422,0.0027735026087611914,-0.007297858130186796,0,,,
,23,37.89619827270508,4.912243843078613,32.98844909667969,0.0028310406487435102,-0.007323937024921179,0,,,
,26,39.05654525756836,5.0949249267578125,33.9660758972168,0.0028964881785213947,-0.007352096494287252,0,,,
,28,,,,,,0,38.19881057739258,4.953804969787598,33.24945068359375
0.01,29,,,,,,,,,
,29,35.75672149658203,5.252450466156006,30.508708953857422,0.002946191933006048,-0.007382597774267197,1,,,
,32,40.6015739440918,4.719032287597656,35.886932373046875,0.003023980651050806,-0.007414029445499182,1,,,
,35,36.02043533325195,5.3560075759887695,30.668779373168945,0.0030924631282687187,-0.007445393595844507,1,,,
,38,38.445980072021484,4.5519866943359375,33.898311614990234,0.0031636711210012436,-0.007481513079255819,1,,,
,41,33.72263717651367,5.105029106140137,28.62190055847168,0.0032199558336287737,-0.007512195501476526,1,,,
,44,34.525142669677734,4.612901210784912,29.916519165039062,0.003261961741372943,-0.007537064608186483,1,,,
,47,38.25734329223633,4.896866321563721,33.36473846435547,0.0033052396029233932,-0.007562700193375349,1,,,
,50,35.842437744140625,4.890513896942139,30.956172943115234,0.0033379611559212208,-0.007589039392769337,1,,,
,53,40.032466888427734,4.865663528442383,35.171051025390625,0.0033733013551682234,-0.007618449628353119,1,,,
,56,37.441001892089844,5.042874336242676,32.402381896972656,0.0033961792942136526,-0.007647669408470392,1,,,
,57,,,,,,1,37.87967300415039,4.813198566436768,33.070735931396484
0.01,58,,,,,,,,,
,59,35.99226379394531,4.784074783325195,31.212461471557617,0.00340736354701221,-0.00767810782417655,2,,,
,62,41.279361724853516,4.979091167449951,36.30453872680664,0.003442655550315976,-0.007710833102464676,2,,,
,65,37.60763168334961,4.217103481292725,33.394798278808594,0.0034718213137239218,-0.007741727866232395,2,,,
,68,39.70792007446289,4.541660308837891,35.170536041259766,0.003493398195132613,-0.007770820986479521,2,,,
,71,36.23961639404297,4.904236793518066,31.339675903320312,0.0035017456393688917,-0.007796367164701223,2,,,
,74,37.801605224609375,4.164002895355225,33.64191436767578,0.003510343376547098,-0.007820532657206059,2,,,
,77,39.26472091674805,5.570202350616455,33.69884490966797,0.0035180652048438787,-0.007841522805392742,2,,,
,80,36.86753845214844,5.536486625671387,31.335384368896484,0.0035319619346410036,-0.00786652322858572,2,,,
,83,36.67096710205078,4.635135650634766,32.0401725769043,0.0035537281073629856,-0.007895182818174362,2,,,
,86,36.957679748535156,4.611352443695068,32.35068130493164,0.0035714420955628157,-0.007924341596662998,2,,,
,86,,,,,,2,37.71084213256836,4.690253734588623,33.024940490722656
0.01,87,,,,,,,,,
,89,37.191707611083984,4.9975080490112305,32.198543548583984,0.003609637962654233,-0.007954836823046207,3,,,
,92,35.49607849121094,4.426897048950195,31.073532104492188,0.0036371462047100067,-0.00798505637794733,3,,,
,95,36.50899124145508,4.442811012268066,32.070533752441406,0.0036589782685041428,-0.00800922978669405,3,,,
,98,39.73088836669922,4.898050785064697,34.837188720703125,0.003681679954752326,-0.008034474216401577,3,,,
,101,35.186744689941406,4.464796543121338,30.726293563842773,0.0037209659349173307,-0.00806457083672285,3,,,
,104,35.2271728515625,3.5906386375427246,31.6408748626709,0.003752192948013544,-0.008096417412161827,3,,,
,107,39.55788040161133,4.762096881866455,34.80012130737305,0.003789316164329648,-0.008126775734126568,3,,,
,110,31.037029266357422,5.148916244506836,25.892454147338867,0.0038112786132842302,-0.008152801543474197,3,,,
,113,40.045780181884766,4.356276988983154,35.69382858276367,0.003856030059978366,-0.008181698620319366,3,,,
,115,,,,,,3,37.34417724609375,4.583795547485352,32.764705657958984
0.01,116,,,,,,,,,
,116,34.51022720336914,4.359094619750977,30.15545654296875,0.0038887762930244207,-0.0082089863717556,4,,,
,119,36.05096435546875,4.593473434448242,31.46179962158203,0.003920241259038448,-0.00823239516466856,4,,,
,122,34.90419387817383,4.456798553466797,30.451711654663086,0.003940607886761427,-0.008253756910562515,4,,,
,125,38.38746643066406,4.090517997741699,34.30126190185547,0.003957841079682112,-0.008272978477180004,4,,,
,128,36.882686614990234,4.599048614501953,32.287940979003906,0.003989221528172493,-0.008294934406876564,4,,,
