lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.607269287109375,0,
,5,11.414678573608398,0,
,8,11.341423988342285,0,
,11,11.170159339904785,0,
,14,10.963942527770996,0,
,17,10.865555763244629,0,
,20,10.633015632629395,0,
,23,10.566848754882812,0,
,26,10.47661304473877,0,
,29,10.109260559082031,0,
,31,,0,10.013816833496094
0.01,32,,,
,32,9.950328826904297,1,
,35,9.677892684936523,1,
,38,9.972944259643555,1,
,41,9.516656875610352,1,
,44,9.531869888305664,1,
,47,9.008953094482422,1,
,50,9.190916061401367,1,
,53,8.779476165771484,1,
,56,8.950013160705566,1,
,59,8.730445861816406,1,
,62,8.56572151184082,1,
,63,,1,8.46949577331543
0.01,64,,,
,65,8.048014640808105,2,
,68,8.21513843536377,2,
,71,8.346640586853027,2,
,74,8.368715286254883,2,
,77,7.6795830726623535,2,
,80,7.741676330566406,2,
,83,8.03115177154541,2,
,86,8.01901912689209,2,
,89,7.181549072265625,2,
,92,7.184587001800537,2,
,95,7.667294502258301,2,
,95,,2,7.393085479736328
0.01,96,,,
,98,7.636707305908203,3,
,101,7.126264572143555,3,
,104,7.157031536102295,3,
,107,7.278712749481201,3,
,110,6.81915283203125,3,
,113,6.7467265129089355,3,
,116,6.659021377563477,3,
,119,6.953688621520996,3,
,122,6.8009724617004395,3,
,125,6.696208477020264,3,
,127,,3,6.717013835906982
0.01,128,,,
,128,6.691308975219727,4,
,131,6.470711708068848,4,
,134,6.580387115478516,4,
,137,6.766019821166992,4,
,140,6.763065814971924,4,
,143,6.690033912658691,4,
,146,6.091042518615723,4,
,149,6.283805847167969,4,
,152,6.456582069396973,4,
,155,6.16733455657959,4,
,158,6.74336576461792,4,
,159,,4,6.265547275543213
0.01,160,,,
,161,5.884764194488525,5,
,164,6.4088897705078125,5,
,167,6.119554042816162,5,
,170,6.150228500366211,5,
,173,6.796043872833252,5,
,176,6.021897315979004,5,
,179,5.625796318054199,5,
,182,6.1419196128845215,5,
,185,5.7785797119140625,5,
,188,5.676911354064941,5,
,191,5.899769306182861,5,
,191,,5,5.943094253540039
0.01,192,,,
,194,6.394275665283203,6,
,197,5.442915439605713,6,
,200,5.691051483154297,6,
,203,6.506669044494629,6,
,206,6.727160930633545,6,
,209,5.566378116607666,6,
,212,5.409627914428711,6,
,215,6.358821868896484,6,
,218,5.660945892333984,6,
,221,5.095245361328125,6,
,223,,6,5.690577030181885
0.01,224,,,
,224,5.702773094177246,7,
,227,5.2592878341674805,7,
,230,5.765381813049316,7,
,233,5.12563419342041,7,
,236,5.720141887664795,7,
,239,6.307340621948242,7,
,242,5.743891716003418,7,
,245,5.632596969604492,7,
,248,5.820643424987793,7,
,251,5.576869964599609,7,
,254,5.25306510925293,7,
,255,,7,5.479646682739258
0.01,256,,,
,257,5.629351615905762,8,
,260,5.617918014526367,8,
,263,4.941380500793457,8,
,266,4.875178337097168,8,
,269,5.431132793426514,8,
,272,4.75997257232666,8,
,275,5.60851526260376,8,
,278,5.297468185424805,8,
,281,5.539798259735107,8,
,284,5.304022789001465,8,
,287,5.911130905151367,8,
,287,,8,5.304581165313721
0.01,288,,,
,290,4.797420978546143,9,
,293,5.57759428024292,9,
,296,5.650234222412109,9,
,299,5.541398525238037,9,
,302,4.9506330490112305,9,
,305,5.244379997253418,9,
,308,5.3978447914123535,9,
,311,4.9166364669799805,9,
,314,5.472876071929932,9,
,317,5.023877143859863,9,
,319,,9,5.1609673500061035
