lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.787687301635742,0,
,5,11.605113983154297,0,
,8,11.404997825622559,0,
,11,11.172279357910156,0,
,14,11.027673721313477,0,
,17,11.036140441894531,0,
,20,10.800834655761719,0,
,23,10.533872604370117,0,
,26,10.59199333190918,0,
,29,10.404576301574707,0,
,31,,0,10.106097221374512
0.01,32,,,
,32,10.221138000488281,1,
,35,9.964944839477539,1,
,38,9.931607246398926,1,
,41,9.58879566192627,1,
,44,9.592247009277344,1,
,47,9.177227020263672,1,
,50,9.06730842590332,1,
,53,9.16014289855957,1,
,56,8.935465812683105,1,
,59,9.100414276123047,1,
,62,8.660545349121094,1,
,63,,1,8.447712898254395
0.01,64,,,
,65,8.417471885681152,2,
,68,8.05457878112793,2,
,71,8.2376127243042,2,
,74,7.799490928649902,2,
,77,8.107784271240234,2,
,80,7.661951065063477,2,
,83,7.681029319763184,2,
,86,7.480345726013184,2,
,89,7.725362777709961,2,
,92,7.853707313537598,2,
,95,7.124178409576416,2,
,95,,2,7.1908087730407715
0.01,96,,,
,98,7.056513786315918,3,
,101,7.110560894012451,3,
,104,7.441497802734375,3,
,107,6.805345058441162,3,
,110,6.8164825439453125,3,
,113,7.1849260330200195,3,
,116,6.690723419189453,3,
,119,6.660869121551514,3,
,122,7.0261430740356445,3,
,125,6.732823371887207,3,
,127,,3,6.417413711547852
0.01,128,,,
,128,6.521731853485107,4,
,131,6.953061103820801,4,
,134,6.158807754516602,4,
,137,6.398171901702881,4,
,140,6.76711368560791,4,
,143,6.191257476806641,4,
,146,6.606420040130615,4,
,149,6.4211812019348145,4,
,152,6.254620552062988,4,
,155,6.04119348526001,4,
,158,5.4991984367370605,4,
,159,,4,5.928217887878418
0.01,160,,,
,161,6.114589691162109,5,
,164,6.018037796020508,5,
,167,6.093389511108398,5,
,170,5.575138092041016,5,
,173,5.839626789093018,5,
,176,6.181880950927734,5,
,179,5.153205871582031,5,
,182,6.175590515136719,5,
,185,5.6624016761779785,5,
,188,5.601497650146484,5,
,191,5.926936626434326,5,
,191,,5,5.625690937042236
0.01,192,,,
,194,5.878319263458252,6,
,197,5.470085144042969,6,
,200,5.64926815032959,6,
,203,6.009603023529053,6,
,206,5.864531993865967,6,
,209,6.0829386711120605,6,
,212,5.907594680786133,6,
,215,5.673229217529297,6,
,218,5.303802013397217,6,
,221,5.36707878112793,6,
,223,,6,5.416136741638184
0.01,224,,,
,224,5.058992385864258,7,
,227,5.06666898727417,7,
,230,5.4246673583984375,7,
,233,5.7288103103637695,7,
,236,6.0997314453125,7,
,239,5.212591171264648,7,
,242,5.647059440612793,7,
,245,4.904782295227051,7,
,248,5.8833160400390625,7,
,251,5.676514625549316,7,
,254,5.397322654724121,7,
,255,,7,5.261031150817871
0.01,256,,,
,257,5.185650825500488,8,
,260,5.336145877838135,8,
,263,5.285669803619385,8,
,266,4.583205223083496,8,
,269,5.295720100402832,8,
,272,5.463027000427246,8,
,275,5.355075836181641,8,
,278,5.185131072998047,8,
,281,5.079848289489746,8,
,284,5.710991859436035,8,
,287,5.393662929534912,8,
,287,,8,5.141763210296631
0.01,288,,,
,290,4.814367294311523,9,
,293,5.167090892791748,9,
,296,4.750906467437744,9,
,299,4.9168806076049805,9,
,302,5.138728618621826,9,
,305,5.225168228149414,9,
,308,5.3083038330078125,9,
,311,5.580883979797363,9,
,314,4.57802677154541,9,
,317,5.75704288482666,9,
,319,,9,5.0451579093933105
