lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.741764068603516,0,
,5,11.551370620727539,0,
,8,11.39793872833252,0,
,11,11.254093170166016,0,
,14,11.168241500854492,0,
,17,10.95433235168457,0,
,20,10.789501190185547,0,
,23,10.578723907470703,0,
,26,10.477073669433594,0,
,29,10.335695266723633,0,
,31,,0,10.206701278686523
0.01,32,,,
,32,10.30207633972168,1,
,35,10.180549621582031,1,
,38,9.786474227905273,1,
,41,9.775800704956055,1,
,44,9.446200370788574,1,
,47,9.450881004333496,1,
,50,9.327351570129395,1,
,53,9.230924606323242,1,
,56,9.332941055297852,1,
,59,8.983146667480469,1,
,62,8.950409889221191,1,
,63,,1,8.77911376953125
0.01,64,,,
,65,8.844465255737305,2,
,68,8.756011009216309,2,
,71,8.23439884185791,2,
,74,8.464584350585938,2,
,77,8.30154800415039,2,
,80,7.6158647537231445,2,
,83,8.093233108520508,2,
,86,8.051897048950195,2,
,89,8.23723030090332,2,
,92,7.857297897338867,2,
,95,7.8552141189575195,2,
,95,,2,7.663820266723633
0.01,96,,,
,98,7.622494697570801,3,
,101,7.146520137786865,3,
,104,7.316223621368408,3,
,107,7.213784217834473,3,
,110,7.354846954345703,3,
,113,6.976469039916992,3,
,116,7.618633270263672,3,
,119,7.497140884399414,3,
,122,7.045635223388672,3,
,125,7.233467102050781,3,
,127,,3,6.964056015014648
0.01,128,,,
,128,7.114360809326172,4,
,131,7.182986736297607,4,
,134,6.8528594970703125,4,
,137,6.327410697937012,4,
,140,6.50859260559082,4,
,143,6.524603843688965,4,
,146,7.007061004638672,4,
,149,6.672821998596191,4,
,152,6.720892906188965,4,
,155,6.75439977645874,4,
,158,6.741120338439941,4,
,159,,4,6.509490966796875
0.01,160,,,
,161,6.844903469085693,5,
,164,6.270155906677246,5,
,167,6.228747367858887,5,
,170,6.497749328613281,5,
,173,6.140101432800293,5,
,176,6.4523162841796875,5,
,179,6.346103668212891,5,
,182,6.306569576263428,5,
,185,6.380814552307129,5,
,188,6.726975917816162,5,
,191,6.8811163902282715,5,
,191,,5,6.198147296905518
0.01,192,,,
,194,6.509152412414551,6,
,197,6.082858562469482,6,
,200,5.9811906814575195,6,
,203,5.9457526206970215,6,
,206,6.378945350646973,6,
,209,5.908542633056641,6,
,212,6.689711570739746,6,
,215,6.234240531921387,6,
,218,5.684432029724121,6,
,221,5.990612506866455,6,
,223,,6,5.977015018463135
0.01,224,,,
,224,6.724005699157715,7,
,227,6.185800552368164,7,
,230,5.559459209442139,7,
,233,6.181228160858154,7,
,236,6.644603252410889,7,
,239,5.998908996582031,7,
,242,6.062527656555176,7,
,245,5.856533050537109,7,
,248,6.048839092254639,7,
,251,6.411730766296387,7,
,254,5.518067359924316,7,
,255,,7,5.81121301651001
0.01,256,,,
,257,5.838407516479492,8,
,260,6.435840606689453,8,
,263,5.760297775268555,8,
,266,5.409365653991699,8,
,269,6.074024677276611,8,
,272,5.430698394775391,8,
,275,5.819430351257324,8,
,278,5.961803436279297,8,
,281,5.998162746429443,8,
,284,5.989187240600586,8,
,287,5.427356243133545,8,
,287,,8,5.680789470672607
0.01,288,,,
,290,5.331506729125977,9,
,293,5.732133865356445,9,
,296,5.455327033996582,9,
,299,5.6191582679748535,9,
,302,4.992105484008789,9,
,305,5.547475814819336,9,
,308,5.980957508087158,9,
,311,5.326293468475342,9,
,314,5.235568046569824,9,
,317,5.467523574829102,9,
,319,,9,5.570474147796631
