lr-Adam,step,tr_loss,tr_loss_Y,tr_reg_l1,epoch,val_loss,val_loss_Y,val_reg_l1
0.01,0,,,,,,,
,2,0.6980875134468079,0.696370005607605,0.00171748420689255,0,,,
,5,0.6899738907814026,0.688245952129364,0.0017279201420024037,0,,,
,8,0.6903549432754517,0.6886333227157593,0.0017216085689142346,0,,,
,11,0.6868510246276855,0.6851481795310974,0.0017028206493705511,0,,,
,14,0.6963850259780884,0.6947349309921265,0.001650115824304521,0,,,
,17,0.6650614738464355,0.6634693145751953,0.0015921497251838446,0,,,
,20,0.6994549036026001,0.6978887915611267,0.0015661079669371247,0,,,
,23,0.6957107186317444,0.6941581964492798,0.0015525365015491843,0,,,
,26,0.6762030124664307,0.6746781468391418,0.0015248704003170133,0,,,
,29,0.6812042593955994,0.6796872615814209,0.0015169887337833643,0,,,
,31,,,,0,0.6948989033699036,0.6933791637420654,0.001519714598543942
0.01,32,,,,,,,
,32,0.7033676505088806,0.7018479108810425,0.001519714598543942,1,,,
,35,0.6916786432266235,0.6901644468307495,0.0015141763724386692,1,,,
,38,0.7050189971923828,0.7034996747970581,0.001519319717772305,1,,,
,41,0.6919196844100952,0.6904160976409912,0.0015035661635920405,1,,,
,44,0.6989113688468933,0.6974272131919861,0.001484147971495986,1,,,
,47,0.6977080702781677,0.6962406635284424,0.0014673885889351368,1,,,
,50,0.6958202719688416,0.6943783760070801,0.001441884902305901,1,,,
,53,0.6874715685844421,0.6860436797142029,0.0014278978342190385,1,,,
,56,0.7034394145011902,0.7020299434661865,0.0014094844227656722,1,,,
,59,0.6843565702438354,0.6829738616943359,0.0013827147195115685,1,,,
,62,0.6911536455154419,0.6897995471954346,0.0013541225343942642,1,,,
,63,,,,1,0.6926286816596985,0.6912818551063538,0.0013467612443491817
0.01,64,,,,,,,
,65,0.7022204995155334,0.7008786201477051,0.0013418771559372544,2,,,
,68,0.6916136741638184,0.6902861595153809,0.001327487756498158,2,,,
,71,0.6879029273986816,0.6865894794464111,0.0013134555192664266,2,,,
,74,0.6947187185287476,0.6934049129486084,0.0013138301437720656,2,,,
,77,0.6891963481903076,0.6878601312637329,0.0013362318277359009,2,,,
,80,0.6964635252952576,0.6951121687889099,0.0013513362500816584,2,,,
,83,0.7015080451965332,0.7001621127128601,0.0013459501788020134,2,,,
,86,0.679359495639801,0.6780130863189697,0.0013464114163070917,2,,,
,89,0.7031418681144714,0.7018033266067505,0.0013385133352130651,2,,,
,92,0.7154017686843872,0.7140844464302063,0.0013173440238460898,2,,,
,95,0.7004635334014893,0.6991938352584839,0.0012697007041424513,2,,,
,95,,,,2,0.6916242241859436,0.6903700232505798,0.0012541536707431078
0.01,96,,,,,,,
,98,0.695183515548706,0.6939574480056763,0.0012260599760338664,3,,,
,101,0.7001307606697083,0.6989362239837646,0.0011945600854232907,3,,,
,104,0.6915972232818604,0.690424382686615,0.0011728700483217835,3,,,
,107,0.6858406066894531,0.6847131252288818,0.0011275109136477113,3,,,
,110,0.7064403295516968,0.7053594589233398,0.0010808653896674514,3,,,
,113,0.6790345311164856,0.6780030727386475,0.00103143195156008,3,,,
,116,0.6993637084960938,0.6983287334442139,0.001034961431287229,3,,,
,119,0.6904051899909973,0.6894028186798096,0.0010023555951192975,3,,,
,122,0.687864363193512,0.686882495880127,0.0009818851249292493,3,,,
,125,0.6956073045730591,0.6946251392364502,0.0009821542771533132,3,,,
,127,,,,3,0.6911156177520752,0.6901383399963379,0.000977311166934669
0.01,128,,,,,,,
,128,0.6920557022094727,0.6910783648490906,0.000977311166934669,4,,,
,131,0.6955718398094177,0.6945987343788147,0.0009730776073411107,4,,,
,134,0.6910560727119446,0.6900960206985474,0.000960064644459635,4,,,
,137,0.6926267743110657,0.6916788816452026,0.0009478974970988929,4,,,
,140,0.6964333057403564,0.6954985857009888,0.0009347081067971885,4,,,
,143,0.694951057434082,0.6940312385559082,0.000919840473216027,4,,,
,146,0.6945580244064331,0.6936713457107544,0.0008867044816724956,4,,,
,149,0.691581130027771,0.6907106637954712,0.0008704442298039794,4,,,
,152,0.6906192302703857,0.6897515654563904,0.0008676541619934142,4,,,
,155,0.6908668875694275,0.6900327205657959,0.0008341662469319999,4,,,
,158,0.6912782788276672,0.6904648542404175,0.0008134333766065538,4,,,
,159,,,,4,0.6913188099861145,0.6904630064964294,0.000855872523970902
0.01,160,,,,,,,
,161,0.699189305305481,0.6983109712600708,0.0008783380035310984,5,,,
,164,0.7000176906585693,0.6990855932235718,0.0009321238612756133,5,,,
,167,0.6929765343666077,0.6919887065887451,0.0009878464043140411,5,,,
,170,0.6949787735939026,0.6939572095870972,0.00102156528737396,5,,,
,173,0.6977831721305847,0.6967363357543945,0.0010468075051903725,5,,,
,176,0.6870835423469543,0.6859934329986572,0.0010901183122768998,5,,,
,179,0.6942664384841919,0.6931040287017822,0.001162435975857079,5,,,
,182,0.6886134743690491,0.6873685121536255,0.0012449586065486073,5,,,
,185,0.6973509192466736,0.6960144639015198,0.0013364783953875303,5,,,
,188,0.6767851114273071,0.6754330992698669,0.0013520335778594017,5,,,
,191,0.7145723104476929,0.713228166103363,0.0013441640185192227,5,,,
,191,,,,5,0.6892412900924683,0.6879202127456665,0.0013211314799264073
0.01,192,,,,,,,
,194,0.7028443813323975,0.7015570402145386,0.0012873687082901597,6,,,
,197,0.6918146014213562,0.6905988454818726,0.0012157385936006904,6,,,
