lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.425498962402344,0,
,5,11.310003280639648,0,
,8,11.088672637939453,0,
,11,10.91639232635498,0,
,14,10.860408782958984,0,
,17,10.673952102661133,0,
,20,10.473307609558105,0,
,23,10.23678207397461,0,
,26,10.323575973510742,0,
,29,9.996994018554688,0,
,31,,0,9.881553649902344
0.01,32,,,
,32,10.115203857421875,1,
,35,9.710525512695312,1,
,38,9.62194538116455,1,
,41,9.693281173706055,1,
,44,9.362102508544922,1,
,47,9.208846092224121,1,
,50,9.114837646484375,1,
,53,8.849588394165039,1,
,56,8.870864868164062,1,
,59,8.431591987609863,1,
,62,8.470420837402344,1,
,63,,1,8.390765190124512
0.01,64,,,
,65,8.472601890563965,2,
,68,8.20040512084961,2,
,71,8.306886672973633,2,
,74,8.369394302368164,2,
,77,8.423639297485352,2,
,80,7.804265975952148,2,
,83,7.941680908203125,2,
,86,7.561682224273682,2,
,89,7.587016582489014,2,
,92,7.303533554077148,2,
,95,7.435202598571777,2,
,95,,2,7.358819484710693
0.01,96,,,
,98,7.436857223510742,3,
,101,7.370021343231201,3,
,104,7.1531548500061035,3,
,107,7.438050746917725,3,
,110,7.11195707321167,3,
,113,7.018815040588379,3,
,116,7.424665451049805,3,
,119,7.283851146697998,3,
,122,7.106278419494629,3,
,125,6.718737602233887,3,
,127,,3,6.725196361541748
0.01,128,,,
,128,6.66123104095459,4,
,131,6.993496894836426,4,
,134,6.551731586456299,4,
,137,6.422512531280518,4,
,140,6.962929725646973,4,
,143,5.890146255493164,4,
,146,6.420928955078125,4,
,149,6.513358116149902,4,
,152,6.287214756011963,4,
,155,6.097153663635254,4,
,158,6.42484712600708,4,
,159,,4,6.32045841217041
0.01,160,,,
,161,6.8641815185546875,5,
,164,6.722990989685059,5,
,167,6.185196876525879,5,
,170,6.912871837615967,5,
,173,6.013101577758789,5,
,176,6.401699542999268,5,
,179,6.446803569793701,5,
,182,6.5561676025390625,5,
,185,6.153222560882568,5,
,188,6.174203872680664,5,
,191,6.043350696563721,5,
,191,,5,6.031045913696289
0.01,192,,,
,194,6.524592399597168,6,
,197,5.44507360458374,6,
,200,6.081665992736816,6,
,203,5.877072334289551,6,
,206,5.646194934844971,6,
,209,5.4174299240112305,6,
,212,6.102405548095703,6,
,215,6.468935489654541,6,
,218,5.935007572174072,6,
,221,6.0732550621032715,6,
,223,,6,5.80487060546875
0.01,224,,,
,224,5.988656520843506,7,
,227,5.83342170715332,7,
,230,5.369956970214844,7,
,233,5.697681427001953,7,
,236,5.9636311531066895,7,
,239,5.731914043426514,7,
,242,5.5614118576049805,7,
,245,5.443608283996582,7,
,248,5.681970596313477,7,
,251,5.487303256988525,7,
,254,5.807212829589844,7,
,255,,7,5.616265773773193
0.01,256,,,
,257,5.356894493103027,8,
,260,5.731916427612305,8,
,263,5.446388244628906,8,
,266,5.929571628570557,8,
,269,5.926080703735352,8,
,272,6.196781158447266,8,
,275,5.668166637420654,8,
,278,5.455936431884766,8,
,281,6.2724738121032715,8,
,284,5.605449676513672,8,
,287,4.997369289398193,8,
,287,,8,5.457573890686035
0.01,288,,,
,290,5.045436382293701,9,
,293,5.826009750366211,9,
,296,5.466484069824219,9,
,299,5.2692766189575195,9,
,302,5.998185157775879,9,
,305,5.647881031036377,9,
,308,5.584637641906738,9,
,311,6.044634819030762,9,
,314,5.530372142791748,9,
,317,5.70957088470459,9,
,319,,9,5.325600624084473
