lr-Adam,step,tr_loss,tr_loss_Y,tr_reg_l1,epoch,val_loss,val_loss_Y,val_reg_l1
0.01,0,,,,,,,
,2,0.7154159545898438,0.7137471437454224,0.001668818760663271,0,,,
,5,0.6917442083358765,0.6902368068695068,0.0015073803951963782,0,,,
,8,0.7023344039916992,0.7010129690170288,0.0013214629143476486,0,,,
,11,0.6878668665885925,0.6867436170578003,0.0011232580291107297,0,,,
,14,0.6992469429969788,0.6982782483100891,0.0009687190176919103,0,,,
,17,0.7173791527748108,0.7165339589118958,0.0008452143520116806,0,,,
,20,0.6969960331916809,0.6962651014328003,0.0007309443899430335,0,,,
,23,0.692966103553772,0.6922911405563354,0.0006749614840373397,0,,,
,26,0.7045884728431702,0.7039220333099365,0.0006664624670520425,0,,,
,29,0.6984091997146606,0.6977939605712891,0.0006152376881800592,0,,,
,31,,,,0,0.7013218402862549,0.7007684707641602,0.0005533532239496708
0.01,32,,,,,,,
,32,0.6999411582946777,0.699387788772583,0.0005533531657420099,1,,,
,35,0.6856235265731812,0.6850733757019043,0.0005501357954926789,1,,,
,38,0.687885046005249,0.687330961227417,0.0005540840211324394,1,,,
,41,0.6701690554618835,0.6695887446403503,0.0005803206586278975,1,,,
,44,0.6923410892486572,0.6917458772659302,0.0005952274077571929,1,,,
,47,0.7252666354179382,0.7246735095977783,0.0005931348423473537,1,,,
,50,0.7003493905067444,0.6997740268707275,0.0005753854638896883,1,,,
,53,0.6835898756980896,0.683016300201416,0.0005735949380323291,1,,,
,56,0.7468070387840271,0.7462472319602966,0.00055982283083722,1,,,
,59,0.6951131820678711,0.6945928335189819,0.0005203266046009958,1,,,
,62,0.7242109179496765,0.723712682723999,0.0004982646787539124,1,,,
,63,,,,1,0.7004330158233643,0.6999486088752747,0.0004845340736210346
0.01,64,,,,,,,
,65,0.6767250895500183,0.676246166229248,0.00047892273869365454,2,,,
,68,0.6983048319816589,0.6978341937065125,0.00047063041711226106,2,,,
,71,0.7141462564468384,0.7136781215667725,0.0004681585996877402,2,,,
,74,0.6917851567268372,0.6913231611251831,0.00046200427459552884,2,,,
,77,0.6873660087585449,0.6868917942047119,0.00047422386705875397,2,,,
,80,0.6925736665725708,0.6920915246009827,0.00048212887486442924,2,,,
,83,0.7024392485618591,0.7019588947296143,0.00048035982763394713,2,,,
,86,0.6958284378051758,0.6953337788581848,0.0004946434055455029,2,,,
,89,0.7076568007469177,0.7071443796157837,0.0005124430754221976,2,,,
,92,0.7010920643806458,0.7005820274353027,0.0005100305425003171,2,,,
,95,0.6942799091339111,0.6937631368637085,0.0005167614435777068,2,,,
,95,,,,2,0.6925251483917236,0.6920071244239807,0.0005180784501135349
0.01,96,,,,,,,
,98,0.6696649789810181,0.6691423654556274,0.0005226046778261662,3,,,
,101,0.6736677885055542,0.6731287240982056,0.0005390650476329029,3,,,
,104,0.6872299909591675,0.6866776347160339,0.0005523574072867632,3,,,
,107,0.6855615973472595,0.6849990487098694,0.0005625287885777652,3,,,
,110,0.7058101296424866,0.7052369117736816,0.0005732471472583711,3,,,
,113,0.7350654602050781,0.734493613243103,0.000571839336771518,3,,,
,116,0.6735028624534607,0.6729452610015869,0.0005575995310209692,3,,,
,119,0.6825295686721802,0.6819717288017273,0.0005578467971645296,3,,,
,122,0.6811596751213074,0.6805974245071411,0.0005622415337711573,3,,,
,125,0.6930536031723022,0.6924751996994019,0.0005784300738014281,3,,,
,127,,,,3,0.6922712922096252,0.6916839480400085,0.0005873603513464332
0.01,128,,,,,,,
,128,0.6881581544876099,0.6875708103179932,0.0005873604095540941,4,,,
,131,0.6886156797409058,0.6880112886428833,0.0006043867906555533,4,,,
,134,0.6896277070045471,0.6889992952346802,0.0006283820839598775,4,,,
,137,0.6802720427513123,0.6796175241470337,0.0006544996867887676,4,,,
,140,0.6958188414573669,0.6951239109039307,0.0006949258386157453,4,,,
,143,0.6901795864105225,0.6894652247428894,0.0007143409457057714,4,,,
,146,0.691393256187439,0.6906623244285583,0.0007309192442335188,4,,,
,149,0.6770468354225159,0.6762949228286743,0.00075192452641204,4,,,
,152,0.6942268013954163,0.693464994430542,0.0007618258823640645,4,,,
,155,0.7066399455070496,0.7058587670326233,0.0007811852265149355,4,,,
,158,0.6820157170295715,0.6812272071838379,0.0007885192753747106,4,,,
,159,,,,4,0.6897149682044983,0.6889181137084961,0.0007968418067321181
0.01,160,,,,,,,
,161,0.6829519867897034,0.6821495294570923,0.0008024451090022922,5,,,
,164,0.6776941418647766,0.6768715977668762,0.0008225326891988516,5,,,
,167,0.6684945821762085,0.6676584482192993,0.0008361252839677036,5,,,
,170,0.6630379557609558,0.662185788154602,0.0008521486888639629,5,,,
,173,0.6716106534004211,0.670731782913208,0.0008788928971625865,5,,,
,176,0.7300819158554077,0.7291854023933411,0.0008964975131675601,5,,,
,179,0.7005077600479126,0.6996028423309326,0.0009049089858308434,5,,,
,182,0.6721659302711487,0.671249508857727,0.0009164104121737182,5,,,
,185,0.6916705369949341,0.690729022026062,0.0009415438398718834,5,,,
,188,0.682457447052002,0.6814924478530884,0.0009650280699133873,5,,,
,191,0.6698161363601685,0.6688413023948669,0.0009748258162289858,5,,,
,191,,,,5,0.6891332864761353,0.6881510615348816,0.0009822204010561109
0.01,192,,,,,,,
,194,0.6742838621139526,0.6732852458953857,0.0009986236691474915,6,,,
,197,0.6731886863708496,0.6721615195274353,0.0010271690553054214,6,,,
,200,0.6826435923576355,0.6815894842147827,0.0010540883522480726,6,,,
,203,0.6594395637512207,0.6583591103553772,0.0010804487392306328,6,,,
,206,0.7021704316139221,0.7010655403137207,0.0011048903688788414,6,,,
,209,0.6609874367713928,0.6598691940307617,0.0011182501912117004,6,,,
,212,0.6531683206558228,0.6520429849624634,0.001125337090343237,6,,,
,215,0.6672527194023132,0.6661098003387451,0.001142892288044095,6,,,
,218,0.7242473363876343,0.7231066823005676,0.001140665728598833,6,,,
,221,0.6828429698944092,0.681691586971283,0.0011513998033478856,6,,,
,223,,,,6,0.6861804127693176,0.6850221157073975,0.001158227096311748
0.01,224,,,,,,,
,224,0.6684877872467041,0.6673295497894287,0.001158227096311748,7,,,
,227,0.6961573362350464,0.6949738264083862,0.0011834956239908934,7,,,
,230,0.6834858059883118,0.6822856068611145,0.0012001771247014403,7,,,
