lr-Adam,step,tr_loss,tr_loss_hmm,tr_loss_Y,tr_reg_l1,tr_reg_emission,epoch,val_loss,val_loss_hmm,val_loss_Y
0.01,0,,,,,,,,,
,2,40.83035659790039,5.730852127075195,35.10478591918945,0.0025067979004234076,-0.007789892144501209,0,,,
,5,39.615840911865234,5.745233535766602,33.87590789794922,0.0025693653151392937,-0.007871000096201897,0,,,
,8,39.873077392578125,5.668216705322266,34.2101936340332,0.002617452060803771,-0.007951230742037296,0,,,
,11,37.965152740478516,5.82349157333374,32.14701843261719,0.002661412348970771,-0.00801908504217863,0,,,
,14,39.77079391479492,5.881190299987793,33.89494323730469,0.0027390257455408573,-0.008078958839178085,0,,,
,17,37.77817153930664,5.382120609283447,32.4013786315918,0.0028098232578486204,-0.008140401914715767,0,,,
,20,38.644447326660156,5.662017822265625,32.98772048950195,0.0029107320588082075,-0.00820140726864338,0,,,
,23,40.70722198486328,5.650598526000977,35.06187057495117,0.003017373150214553,-0.008264764212071896,0,,,
,26,39.27024841308594,5.525527000427246,33.749942779541016,0.003104681149125099,-0.008328626863658428,0,,,
,28,,,,,,0,39.924888610839844,5.490942001342773,34.439151763916016
0.01,29,,,,,,,,,
,29,41.306236267089844,5.1652655601501465,36.146175384521484,0.003192505333572626,-0.008395831100642681,1,,,
,32,39.511016845703125,5.746494293212891,33.769737243652344,0.003254564478993416,-0.00846781674772501,1,,,
,35,37.334468841552734,4.921658515930176,32.418025970458984,0.003322045551612973,-0.00853629782795906,1,,,
,38,39.299015045166016,5.228542327880859,34.07568359375,0.003396394429728389,-0.008605306968092918,1,,,
,41,39.11212921142578,5.275489330291748,33.84185028076172,0.0034582053776830435,-0.008671749383211136,1,,,
,44,37.79246520996094,5.553097724914551,32.24457931518555,0.0035235595423728228,-0.008736366406083107,1,,,
,47,37.52145004272461,4.767579078674316,32.75905990600586,0.0035961181856691837,-0.008784870617091656,1,,,
,50,39.67977523803711,5.488312721252441,34.196617126464844,0.0036857877857983112,-0.00884015392512083,1,,,
,53,40.98582077026367,4.812962055206299,36.177974700927734,0.003788970410823822,-0.008904109708964825,1,,,
,56,40.05135726928711,5.787966251373291,34.26847839355469,0.003883169963955879,-0.00897179450839758,1,,,
,57,,,,,,1,39.663082122802734,5.299795150756836,34.36836624145508
0.01,58,,,,,,,,,
,59,38.895957946777344,4.871094703674316,34.02994155883789,0.003956317435950041,-0.009033282287418842,2,,,
,62,37.665523529052734,4.595042705535889,33.075557708740234,0.004012527875602245,-0.009092292748391628,2,,,
,65,38.417083740234375,5.027874946594238,33.394287109375,0.004074464086443186,-0.009151245467364788,2,,,
,68,40.83149719238281,4.913026809692383,35.92353820800781,0.004145259037613869,-0.009212495759129524,2,,,
,71,38.62102508544922,5.19394588470459,33.432125091552734,0.00423130439594388,-0.009278090670704842,2,,,
,74,38.72616958618164,4.973455429077148,33.75774383544922,0.004310833755880594,-0.009343398734927177,2,,,
,77,40.01121520996094,5.561126708984375,34.455108642578125,0.004395150579512119,-0.009414288215339184,2,,,
,80,37.63513946533203,4.6673431396484375,32.972801208496094,0.004475576803088188,-0.009480978362262249,2,,,
,83,36.73796081542969,5.052466869354248,31.69049072265625,0.004541147034615278,-0.009535365737974644,2,,,
,86,35.76676559448242,5.080759048461914,30.690977096557617,0.0046203527599573135,-0.009588430635631084,2,,,
,86,,,,,,2,39.43025588989258,5.125678539276123,34.30952835083008
0.01,87,,,,,,,,,
,89,40.65983963012695,5.763496398925781,34.90126037597656,0.004740035627037287,-0.009660313837230206,3,,,
,92,37.4439582824707,4.40077018737793,33.04806900024414,0.004855092149227858,-0.009734663181006908,3,,,
,95,35.59705352783203,4.957720756530762,30.644184112548828,0.0049449484795331955,-0.00979740358889103,3,,,
,98,37.72106170654297,4.526797771453857,33.19908905029297,0.005036053713411093,-0.009860867634415627,3,,,
