lr-Adam,step,tr_loss,epoch,val_loss
0.01,0,,,
,2,11.549583435058594,0,
,5,11.345952033996582,0,
,8,11.139949798583984,0,
,11,11.035673141479492,0,
,14,10.843843460083008,0,
,17,10.7034273147583,0,
,20,10.665897369384766,0,
,23,10.28951644897461,0,
,26,10.400485038757324,0,
,29,10.135055541992188,0,
,31,,0,9.902932167053223
0.01,32,,,
,32,10.073633193969727,1,
,35,9.743983268737793,1,
,38,9.619892120361328,1,
,41,9.596221923828125,1,
,44,9.396576881408691,1,
,47,9.476872444152832,1,
,50,9.35513973236084,1,
,53,9.071189880371094,1,
,56,9.025167465209961,1,
,59,8.80358600616455,1,
,62,8.491201400756836,1,
,63,,1,8.552536010742188
0.01,64,,,
,65,8.730576515197754,2,
,68,8.319720268249512,2,
,71,8.448184967041016,2,
,74,8.01994514465332,2,
,77,8.382562637329102,2,
,80,7.969879627227783,2,
,83,7.991580963134766,2,
,86,7.558099269866943,2,
,89,8.244024276733398,2,
,92,7.864306449890137,2,
,95,7.567001819610596,2,
,95,,2,7.556736946105957
0.01,96,,,
,98,7.797452926635742,3,
,101,7.543025016784668,3,
,104,7.408042907714844,3,
,107,7.463168144226074,3,
,110,7.509328842163086,3,
,113,7.523994445800781,3,
,116,6.9856767654418945,3,
,119,6.910968780517578,3,
,122,7.049222469329834,3,
,125,7.1796345710754395,3,
,127,,3,6.87835693359375
0.01,128,,,
,128,7.263533115386963,4,
,131,7.021035194396973,4,
,134,6.884060859680176,4,
,137,6.946928977966309,4,
,140,6.662598609924316,4,
,143,6.664675235748291,4,
,146,6.972448825836182,4,
,149,6.8884596824646,4,
,152,6.972682476043701,4,
,155,6.730797290802002,4,
,158,7.1238555908203125,4,
,159,,4,6.409719944000244
0.01,160,,,
,161,6.917719841003418,5,
,164,6.212246894836426,5,
,167,6.264135360717773,5,
,170,6.195219039916992,5,
,173,6.322264671325684,5,
,176,6.909773826599121,5,
,179,6.293610572814941,5,
,182,5.983381271362305,5,
,185,6.495090961456299,5,
,188,6.213228225708008,5,
,191,6.930585861206055,5,
,191,,5,6.082398891448975
0.01,192,,,
,194,6.357692718505859,6,
,197,6.107274055480957,6,
,200,6.716702461242676,6,
,203,5.99978494644165,6,
,206,6.280035018920898,6,
,209,6.4720048904418945,6,
,212,6.343515396118164,6,
,215,5.994359970092773,6,
,218,5.717751502990723,6,
,221,5.662764072418213,6,
,223,,6,5.847986221313477
0.01,224,,,
,224,5.130200386047363,7,
,227,6.247605323791504,7,
,230,6.0020599365234375,7,
,233,5.3218841552734375,7,
,236,6.1751790046691895,7,
,239,5.765832901000977,7,
,242,5.552369594573975,7,
,245,5.74234676361084,7,
,248,5.777919769287109,7,
,251,6.315831184387207,7,
,254,5.756505966186523,7,
,255,,7,5.672173500061035
0.01,256,,,
,257,6.136655807495117,8,
,260,6.2154459953308105,8,
,263,5.436960220336914,8,
,266,5.441411972045898,8,
,269,6.506064414978027,8,
,272,5.4084014892578125,8,
,275,5.575997352600098,8,
,278,5.486342430114746,8,
,281,5.87870979309082,8,
,284,5.898216724395752,8,
,287,5.6892476081848145,8,
,287,,8,5.541416645050049
0.01,288,,,
,290,6.04792594909668,9,
,293,5.407538890838623,9,
,296,5.625077247619629,9,
,299,5.465851783752441,9,
,302,5.05587100982666,9,
,305,5.899124622344971,9,
,308,5.636748790740967,9,
,311,5.494627475738525,9,
,314,5.407832145690918,9,
,317,6.219254493713379,9,
,319,,9,5.441552639007568
