lr-Adam,step,tr_loss,tr_loss_Y,tr_reg_l1,epoch,val_loss,val_loss_Y,val_reg_l1
0.01,0,,,,,,,
,2,0.6998748183250427,0.6993680000305176,0.0005068191676400602,0,,,
,5,0.6939390301704407,0.6936158537864685,0.000323156185913831,0,,,
,8,0.6805881261825562,0.6803690195083618,0.00021911464864388108,0,,,
,11,0.6838340163230896,0.6836295127868652,0.0002045130095211789,0,,,
,14,0.7207682132720947,0.7204999923706055,0.00026825015083886683,0,,,
,17,0.703612744808197,0.7033607959747314,0.0002519766567274928,0,,,
,20,0.6656835675239563,0.6654652953147888,0.00021829415345564485,0,,,
,23,0.6876407861709595,0.6874293684959412,0.00021143931371625513,0,,,
,26,0.6817649006843567,0.6815509796142578,0.00021391944028437138,0,,,
,29,0.718183696269989,0.7179718613624573,0.0002118503616657108,0,,,
,31,,,,0,0.6957798600196838,0.6955917477607727,0.00018807349260896444
0.01,32,,,,,,,
,32,0.7036517858505249,0.7034637331962585,0.00018807349260896444,1,,,
,35,0.679826557636261,0.6796149015426636,0.00021163826750125736,1,,,
,38,0.686107337474823,0.6858646869659424,0.00024266960099339485,1,,,
,41,0.678466796875,0.6781944036483765,0.0002723874931689352,1,,,
,44,0.6854203939437866,0.6851141452789307,0.0003062599862460047,1,,,
,47,0.6927163600921631,0.6923832893371582,0.0003330552426632494,1,,,
,50,0.7017987370491028,0.7014314532279968,0.0003673092869576067,1,,,
,53,0.7106131315231323,0.7101938128471375,0.00041931364103220403,1,,,
,56,0.6853702068328857,0.6849380731582642,0.0004321534070186317,1,,,
,59,0.7052832841873169,0.7048290371894836,0.0004542608221527189,1,,,
,62,0.6815982460975647,0.6811297535896301,0.0004684838932007551,1,,,
,63,,,,1,0.6928398013114929,0.6923648715019226,0.0004749100480694324
0.01,64,,,,,,,
,65,0.6974043250083923,0.6969259977340698,0.00047830125549808145,2,,,
,68,0.7073701024055481,0.7068920731544495,0.0004780539311468601,2,,,
,71,0.6898818016052246,0.6893956065177917,0.0004861934867221862,2,,,
,74,0.6856133341789246,0.6851081252098083,0.0005051875486969948,2,,,
,77,0.6853130459785461,0.684765636920929,0.0005474386853165925,2,,,
,80,0.6996797323226929,0.6990876197814941,0.0005921159754507244,2,,,
,83,0.67994225025177,0.6793092489242554,0.0006329741445370018,2,,,
,86,0.7021754384040833,0.70150226354599,0.0006731964531354606,2,,,
,89,0.681869387626648,0.6811720728874207,0.0006973209092393517,2,,,
,92,0.6807318925857544,0.6800223588943481,0.0007095090695656836,2,,,
,95,0.6991572380065918,0.6984314322471619,0.0007258166442625225,2,,,
,95,,,,2,0.6891933083534241,0.6884677410125732,0.0007255770615302026
0.01,96,,,,,,,
,98,0.6851081848144531,0.6843655109405518,0.0007426460506394506,3,,,
,101,0.6706637144088745,0.6698972582817078,0.0007664835429750383,3,,,
,104,0.6944522261619568,0.6936378479003906,0.0008143748855218291,3,,,
,107,0.6667203307151794,0.6658705472946167,0.0008497652015648782,3,,,
,110,0.7025555372238159,0.7016522288322449,0.0009033190435729921,3,,,
,113,0.7075642347335815,0.7066200971603394,0.0009441589354537427,3,,,
,116,0.7117887139320374,0.710816502571106,0.0009722086833789945,3,,,
,119,0.7040646076202393,0.7030699253082275,0.000994703616015613,3,,,
,122,0.7641153335571289,0.76310795545578,0.0010074008023366332,3,,,
,125,0.716678261756897,0.7156670093536377,0.0010112466989085078,3,,,
,127,,,,3,0.691663920879364,0.6906469464302063,0.0010169994784519076
0.01,128,,,,,,,
,128,0.6706994771957397,0.669682502746582,0.0010169994784519076,4,,,
,131,0.725249171257019,0.7242369651794434,0.0010122288949787617,4,,,
,134,0.7184314727783203,0.7174196243286133,0.0010118421632796526,4,,,
,137,0.7086204886436462,0.7076189517974854,0.0010015269508585334,4,,,
,140,0.6925957798957825,0.6916011571884155,0.0009946184000000358,4,,,
,143,0.6720906496047974,0.6710970401763916,0.000993635505437851,4,,,
,146,0.682578444480896,0.6815688610076904,0.00100959453266114,4,,,
,149,0.7050309181213379,0.7039921283721924,0.0010387719376012683,4,,,
,152,0.670312225818634,0.6692437529563904,0.001068444107659161,4,,,
,155,0.7040342092514038,0.7029402256011963,0.0010939737549051642,4,,,
,158,0.6884505152702332,0.6873385906219482,0.001111913355998695,4,,,
,159,,,,4,0.687584638595581,0.6864650249481201,0.0011196346022188663
0.01,160,,,,,,,
,161,0.7125811576843262,0.711454451084137,0.0011267192894592881,5,,,
,164,0.6970464587211609,0.6958931684494019,0.0011532828211784363,5,,,
,167,0.6896103620529175,0.6884318590164185,0.0011785052483901381,5,,,
,170,0.6993733644485474,0.698176383972168,0.0011970021296292543,5,,,
,173,0.6681361198425293,0.6669188737869263,0.0012172744609415531,5,,,
,176,0.6959212422370911,0.6946679353713989,0.0012533299159258604,5,,,
,179,0.6506979465484619,0.6494028568267822,0.0012950734235346317,5,,,
,182,0.7064809799194336,0.7051296830177307,0.0013512957375496626,5,,,
,185,0.722658634185791,0.7212761640548706,0.00138245546258986,5,,,
,188,0.6912392973899841,0.6898462772369385,0.0013930361019447446,5,,,
,191,0.6714028120040894,0.6700121760368347,0.0013906380627304316,5,,,
,191,,,,5,0.6884738802909851,0.6870832443237305,0.0013905632076784968
0.01,192,,,,,,,
,194,0.706261157989502,0.7048563957214355,0.0014047730946913362,6,,,
,197,0.6502330899238586,0.6488271355628967,0.0014059721725061536,6,,,
,200,0.6931345462799072,0.6916968822479248,0.0014376741601154208,6,,,
,203,0.6771529912948608,0.6756923794746399,0.0014605949399992824,6,,,
,206,0.6960275173187256,0.6945365071296692,0.0014909848105162382,6,,,
,209,0.6901229619979858,0.6885923743247986,0.0015305812703445554,6,,,
,212,0.7151028513908386,0.7135322093963623,0.001570634194649756,6,,,
,215,0.683101236820221,0.6815210580825806,0.0015801554545760155,6,,,
,218,0.6627310514450073,0.6611520051956177,0.0015790215693414211,6,,,
,221,0.7001515030860901,0.6985686421394348,0.0015828413888812065,6,,,
,223,,,,6,0.6861870884895325,0.6846137642860413,0.0015733132604509592
0.01,224,,,,,,,
,224,0.6520130038261414,0.6504396796226501,0.0015733132604509592,7,,,
,227,0.6879311203956604,0.6863536834716797,0.0015774182975292206,7,,,
,230,0.7148831486701965,0.7132903337478638,0.0015928309876471758,7,,,
,233,0.7175262570381165,0.7159083485603333,0.0016179234953597188,7,,,
,236,0.7065741419792175,0.7049421668052673,0.0016319636488333344,7,,,
,239,0.7146131992340088,0.7129767537117004,0.0016364227049052715,7,,,
,242,0.7212485671043396,0.7196144461631775,0.0016341403825208545,7,,,
,245,0.7128732204437256,0.7112370133399963,0.0016361948801204562,7,,,
,248,0.6838449239730835,0.6822012066841125,0.001643729628995061,7,,,
,251,0.7279820442199707,0.7263252139091492,0.001656848005950451,7,,,
,254,0.6929994821548462,0.6913139224052429,0.0016855321591719985,7,,,
,255,,,,7,0.6858131289482117,0.6841006875038147,0.0017125105950981379
0.01,256,,,,,,,
,257,0.7073250412940979,0.7056032419204712,0.0017217869171872735,8,,,
,260,0.663701057434082,0.6619394421577454,0.0017616059631109238,8,,,
,263,0.6622580885887146,0.6604682207107544,0.0017898897640407085,8,,,
,266,0.691328763961792,0.6895116567611694,0.0018171052215620875,8,,,
,269,0.6921094655990601,0.690276026725769,0.0018334677442908287,8,,,
,272,0.6431628465652466,0.6413235068321228,0.0018393355421721935,8,,,
,275,0.6960458159446716,0.6941969394683838,0.0018488719360902905,8,,,
,278,0.635592520236969,0.633746862411499,0.0018456687685102224,8,,,
,281,0.688140869140625,0.6862767934799194,0.0018640460912138224,8,,,
,284,0.6745249629020691,0.6726559400558472,0.001869011903181672,8,,,
,287,0.6105095744132996,0.6086297035217285,0.001879867515526712,8,,,
,287,,,,8,0.6823356747627258,0.6804499626159668,0.0018857602262869477
0.01,288,,,,,,,
,290,0.6960296630859375,0.6941322088241577,0.0018974810373038054,9,,,
,293,0.6932550072669983,0.6913446187973022,0.001910361461341381,9,,,
,296,0.654678463935852,0.652748703956604,0.0019297472899779677,9,,,
,299,0.7218309640884399,0.7198693156242371,0.001961651723831892,9,,,
,302,0.7166303396224976,0.7146554589271545,0.001974885817617178,9,,,
,305,0.6526910066604614,0.6507138013839722,0.0019772020168602467,9,,,
,308,0.6803280711174011,0.6783487796783447,0.0019793116953223944,9,,,
,311,0.6631016135215759,0.6611145734786987,0.001987036783248186,9,,,
,314,0.6598383784294128,0.6578375697135925,0.0020007898565381765,9,,,
,317,0.6981555223464966,0.6961306929588318,0.0020248056389391422,9,,,
,319,,,,9,0.6832046508789062,0.681140124797821,0.0020645074546337128
